ID,State_FIPS,Name,Region_type,State,YEAR,FAH,FAFH,Total nominal food sales,FAH.1,FAFH.1,Total constant dollar food sales,NUMBER_OF_EVENTS,DAMAGE_PROPERTY,DAMAGE_CROPS,diversity,tons
403,4,Phoenix,MSA,ARIZONA,2012,15209.5,11377.26,26586.76,"7,651.54","5,822.82",13474.36,498,21699000.0,0.0,0.6409682296719201,3220.4513
403,4,Mesa,MSA,ARIZONA,2012,15209.5,11377.26,26586.76,"7,651.54","5,822.82",13474.36,498,21699000.0,0.0,0.6409682296719201,3220.4513
403,4,Scottsdale,MSA,ARIZONA,2012,15209.5,11377.26,26586.76,"7,651.54","5,822.82",13474.36,498,21699000.0,0.0,0.6409682296719201,3220.4513
404,4,Prescott,MSA,ARIZONA,2012,15209.5,11377.26,26586.76,"7,651.54","5,822.82",13474.36,498,21699000.0,0.0,0.3625768261251481,1.12902549934487
405,4,Sierra Vista,MSA,ARIZONA,2012,15209.5,11377.26,26586.76,"7,651.54","5,822.82",13474.36,498,21699000.0,0.0,0.4100618884627556,156.72125132608534
405,4,Douglas,MSA,ARIZONA,2012,15209.5,11377.26,26586.76,"7,651.54","5,822.82",13474.36,498,21699000.0,0.0,0.4100618884627556,156.72125132608534
406,4,Tucson,CSA,ARIZONA,2012,15209.5,11377.26,26586.76,"7,651.54","5,822.82",13474.36,498,21699000.0,0.0,0.3599849695146536,133.5274
406,4,Nogales,CSA,ARIZONA,2012,15209.5,11377.26,26586.76,"7,651.54","5,822.82",13474.36,498,21699000.0,0.0,0.3599849695146536,133.5274
407,4,Yuma,MSA,ARIZONA,2012,15209.5,11377.26,26586.76,"7,651.54","5,822.82",13474.36,498,21699000.0,0.0,0.4154324779993026,261.37756784678123
499,4,Remainder of Arizona,RS,ARIZONA,2012,15209.5,11377.26,26586.76,"7,651.54","5,822.82",13474.36,498,21699000.0,0.0,0.4659968756458189,762.4556900966991
501,5,Fayetteville,MSA,MISSOURI,2012,12086.1,10928.4,23014.5,"6,080.23","5,593.10",11673.33,2351,42977950.0,164404000.0,0.6887034105464258,4123.2388622157405
501,5,Springdale,MSA,MISSOURI,2012,12086.1,10928.4,23014.5,"6,080.23","5,593.10",11673.33,2351,42977950.0,164404000.0,0.6887034105464258,4123.2388622157405
501,5,Rogers,MSA,MISSOURI,2012,12086.1,10928.4,23014.5,"6,080.23","5,593.10",11673.33,2351,42977950.0,164404000.0,0.6887034105464258,4123.2388622157405
502,5,Fort Smith,MSA,OKLAHOMA,2012,7789.72,6001.6,13791.32,"3,918.82","3,071.59",6990.41,1857,511182200.0,145000000.0,0.6926399096488431,1771.8834259079626
503,5,Hot Springs,CSA,ARKANSAS,2012,5532.7,4234.61,9767.31,"2,783.37","2,167.25",4950.62,1905,180559100.0,50200.0,0.6062683544261589,77.82113560420768
503,5,Malvern,CSA,ARKANSAS,2012,5532.7,4234.61,9767.31,"2,783.37","2,167.25",4950.62,1905,180559100.0,50200.0,0.6062683544261589,77.82113560420768
504,5,Jonesboro,CSA,ARKANSAS,2012,5532.7,4234.61,9767.31,"2,783.37","2,167.25",4950.62,1905,180559100.0,50200.0,0.5947163993501743,1737.8367859215336
504,5,Paragould,CSA,ARKANSAS,2012,5532.7,4234.61,9767.31,"2,783.37","2,167.25",4950.62,1905,180559100.0,50200.0,0.5947163993501743,1737.8367859215336
505,5,Little Rock,CSA,ARKANSAS,2012,5532.7,4234.61,9767.31,"2,783.37","2,167.25",4950.62,1905,180559100.0,50200.0,0.6214709032808982,2998.856864508091
505,5,North Little Rock,CSA,ARKANSAS,2012,5532.7,4234.61,9767.31,"2,783.37","2,167.25",4950.62,1905,180559100.0,50200.0,0.6214709032808982,2998.856864508091
506,5,Memphis,CSA,ARKANSAS,2012,5532.7,4234.61,9767.31,"2,783.37","2,167.25",4950.62,1905,180559100.0,50200.0,0.7176529762496383,4585.836416517753
506,5,Forrest City,CSA,ARKANSAS,2012,5532.7,4234.61,9767.31,"2,783.37","2,167.25",4950.62,1905,180559100.0,50200.0,0.7176529762496383,4585.836416517753
507,5,Texarkana,MSA,ARKANSAS,2012,5532.7,4234.61,9767.31,"2,783.37","2,167.25",4950.62,1905,180559100.0,50200.0,0.6459171572198428,531.1298521793817
599,5,Remainder of Arkansas,RS,ARKANSAS,2012,5532.7,4234.61,9767.31,"2,783.37","2,167.25",4950.62,1905,180559100.0,50200.0,0.7345921293726632,14391.612046468115
601,6,Bakersfield,MSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.4820351441951206,960.4009106744156
602,6,Chico,MSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.3909469146391419,240.4917944372306
603,6,El Centro,MSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.4300812615071449,1684.0984260358052
604,6,Fresno,CSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.5183768453089876,5221.9286
604,6,Madera,CSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.5183768453089876,5221.9286
605,6,Los Angeles,CSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.6910452757620147,6778.6414
605,6,Long Beach,CSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.6910452757620147,6778.6414
606,6,Modesto,CSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.4564026688076132,5992.118845883512
606,6,Merced,CSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.4564026688076132,5992.118845883512
607,6,Redding,CSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.4780361136610952,384.9116185121069
607,6,Red Bluff,CSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.4780361136610952,384.9116185121069
608,6,Sacramento,CSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.3306968562248238,1302.5248
608,6,Roseville,CSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.3306968562248238,1302.5248
609,6,Salinas,MSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.4601191057110726,239.7729550627793
610,6,San Diego,MSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.3486587109981974,587.8645
610,6,Carlsbad,MSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.3486587109981974,587.8645
611,6,San Jose,CSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.490315540208651,5536.7803
611,6,San Francisco,CSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.490315540208651,5536.7803
611,6,Oakland,CSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.490315540208651,5536.7803
612,6,San Luis Obispo,MSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.4652424271142553,333.4922085786312
612,6,Paso Robles,MSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.4652424271142553,333.4922085786312
612,6,Arroyo Grande,MSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.4652424271142553,333.4922085786312
613,6,Santa Maria,MSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.4845571807724297,213.24637427562047
613,6,Santa Barbara,MSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.4845571807724297,213.24637427562047
614,6,Visalia,CSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.4750070971396781,4282.86078941803
614,6,Porterville,CSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.4750070971396781,4282.86078941803
614,6,Hanford,CSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.4750070971396781,4282.86078941803
699,6,Remainder of California,RS,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.4778941834283685,1660.608777121868
801,8,Colorado Springs,MSA,COLORADO,2012,14159.24,11321.87,25481.11,"7,123.18","5,794.47",12917.65,1326,1162682750.0,245000.0,0.3008924458903538,2.411089165872082
802,8,Denver,CSA,COLORADO,2012,14159.24,11321.87,25481.11,"7,123.18","5,794.47",12917.65,1326,1162682750.0,245000.0,0.545522131876888,6027.5295
802,8,Aurora,CSA,COLORADO,2012,14159.24,11321.87,25481.11,"7,123.18","5,794.47",12917.65,1326,1162682750.0,245000.0,0.545522131876888,6027.5295
803,8,Edwards,CSA,COLORADO,2012,14159.24,11321.87,25481.11,"7,123.18","5,794.47",12917.65,1326,1162682750.0,245000.0,0.2890740288039808,0.1066103847867294
803,8,Glenwood Springs,CSA,COLORADO,2012,14159.24,11321.87,25481.11,"7,123.18","5,794.47",12917.65,1326,1162682750.0,245000.0,0.2890740288039808,0.1066103847867294
804,8,Fort Collins,MSA,COLORADO,2012,14159.24,11321.87,25481.11,"7,123.18","5,794.47",12917.65,1326,1162682750.0,245000.0,0.3433190937799728,1831.1502440221743
805,8,Grand Junction,MSA,COLORADO,2012,14159.24,11321.87,25481.11,"7,123.18","5,794.47",12917.65,1326,1162682750.0,245000.0,0.2205211617586422,80.94234451215542
806,8,Pueblo,CSA,CALIFORNIA,2012,73999.02,73293.83,147292.84,"37,227.15","37,511.40",74738.55,889,20684900.0,16375050.0,0.389963799005359,493.01673280592286
807,8,Steamboat Springs,CSA,COLORADO,2012,14159.24,11321.87,25481.11,"7,123.18","5,794.47",12917.65,1326,1162682750.0,245000.0,0.2827502551646639,50.42459391700853
807,8,Craig,CSA,COLORADO,2012,14159.24,11321.87,25481.11,"7,123.18","5,794.47",12917.65,1326,1162682750.0,245000.0,0.2827502551646639,50.42459391700853
899,8,Remainder of Colorado,RS,COLORADO,2012,14159.24,11321.87,25481.11,"7,123.18","5,794.47",12917.65,1326,1162682750.0,245000.0,0.4374606803307335,21810.86238519208
901,9,Boston,CSA,CONNECTICUT,2012,9011.26,6737.48,15748.75,"4,533.35","3,448.21",7981.56,253,7020500.0,0.0,0.6299915759627686,1932.0135370615549
901,9,Worcester,CSA,CONNECTICUT,2012,9011.26,6737.48,15748.75,"4,533.35","3,448.21",7981.56,253,7020500.0,0.0,0.6299915759627686,1932.0135370615549
901,9,Providence,CSA,CONNECTICUT,2012,9011.26,6737.48,15748.75,"4,533.35","3,448.21",7981.56,253,7020500.0,0.0,0.6299915759627686,1932.0135370615549
902,9,Hartford,MSA,CONNECTICUT,2012,9011.26,6737.48,15748.75,"4,533.35","3,448.21",7981.56,253,7020500.0,0.0,0.3208560709976142,572.0353
902,9,West Hartford,MSA,CONNECTICUT,2012,9011.26,6737.48,15748.75,"4,533.35","3,448.21",7981.56,253,7020500.0,0.0,0.3208560709976142,572.0353
902,9,East Hartford,MSA,CONNECTICUT,2012,9011.26,6737.48,15748.75,"4,533.35","3,448.21",7981.56,253,7020500.0,0.0,0.3208560709976142,572.0353
903,9,New York,CSA,PENNSYLVANIA,2012,25767.21,21421.49,47188.7,"12,962.87","10,963.41",23926.28,1685,42771250.0,1500.0,0.6988355069921599,8160.9739
903,9,Newark,CSA,PENNSYLVANIA,2012,25767.21,21421.49,47188.7,"12,962.87","10,963.41",23926.28,1685,42771250.0,1500.0,0.6988355069921599,8160.9739
999,9,Remainder of Connecticut,RS,CONNECTICUT,2012,9011.26,6737.48,15748.75,"4,533.35","3,448.21",7981.56,253,7020500.0,0.0,0.2689218649837667,12.63506293844541
1001,10,Philadelphia,CSA,MARYLAND,2012,14286.89,11785.45,26072.34,"7,187.40","6,031.73",13219.13,1073,47899720.0,5000.0,0.6527065688555425,4229.067505577737
1001,10,Reading,CSA,MARYLAND,2012,14286.89,11785.45,26072.34,"7,187.40","6,031.73",13219.13,1073,47899720.0,5000.0,0.6527065688555425,4229.067505577737
1001,10,Camden,CSA,MARYLAND,2012,14286.89,11785.45,26072.34,"7,187.40","6,031.73",13219.13,1073,47899720.0,5000.0,0.6527065688555425,4229.067505577737
1002,10,Salisbury,MSA,DELAWARE,2012,2001.94,1769.29,3771.23,"1,007.13",905.52,1912.64,208,7425000.0,0.0,0.4678482848197084,7435.852731936063
1101,11,Washington,MSA,WEST VIRGINIA,2012,3729.17,2817.84,6547.01,"1,876.06","1,442.15",3318.21,859,102529950.0,30000.0,0.6881777672268817,1759.0227049749583
1101,11,Arlington,MSA,WEST VIRGINIA,2012,3729.17,2817.84,6547.01,"1,876.06","1,442.15",3318.21,859,102529950.0,30000.0,0.6881777672268817,1759.0227049749583
1101,11,Alexandria,MSA,WEST VIRGINIA,2012,3729.17,2817.84,6547.01,"1,876.06","1,442.15",3318.21,859,102529950.0,30000.0,0.6881777672268817,1759.0227049749583
1201,12,Cape Coral,CSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.5638405772300439,91.0882985364249
1201,12,Fort Myers,CSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.5638405772300439,91.0882985364249
1201,12,Naples,CSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.5638405772300439,91.0882985364249
1202,12,Crestview,MSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.625553213836592,322.11927750232405
1202,12,Fort Walton Beach,MSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.625553213836592,322.11927750232405
1202,12,Destin,MSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.625553213836592,322.11927750232405
1203,12,Gainesville,CSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.550064264087949,302.83957236472565
1203,12,Lake City,CSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.550064264087949,302.83957236472565
1204,12,Homosassa Springs,MSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.5401809938858279,16.0702526223061
1205,12,Jacksonville,CSA,GEORGIA,2012,22188.15,18723.17,40911.33,"11,162.33","9,582.42",20744.76,1804,60891750.0,494000.0,0.5165894071145045,290.8147664705882
1205,12,St. Marys,CSA,GEORGIA,2012,22188.15,18723.17,40911.33,"11,162.33","9,582.42",20744.76,1804,60891750.0,494000.0,0.5165894071145045,290.8147664705882
1205,12,Palatka,CSA,GEORGIA,2012,22188.15,18723.17,40911.33,"11,162.33","9,582.42",20744.76,1804,60891750.0,494000.0,0.5165894071145045,290.8147664705882
1206,12,Lakeland,MSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.5992852389941989,625.2990323888029
1206,12,Winter Haven,MSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.5992852389941989,625.2990323888029
1207,12,Miami,CSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.6291494625982652,2577.3757
1207,12,Fort Lauderdale,CSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.6291494625982652,2577.3757
1207,12,Port St. Lucie,CSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.6291494625982652,2577.3757
1208,12,North Port,CSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.5969602924935726,194.96935125180195
1208,12,Sarasota,CSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.5969602924935726,194.96935125180195
1209,12,Ocala,MSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.5812662993772745,445.68477978793175
1210,12,Orlando,CSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.6059512933824612,466.2441
1210,12,Deltona,CSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.6059512933824612,466.2441
1210,12,Daytona Beach,CSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.6059512933824612,466.2441
1211,12,Palm Bay,MSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.557656521980479,69.37330697714049
1211,12,Melbourne,MSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.557656521980479,69.37330697714049
1211,12,Titusville,MSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.557656521980479,69.37330697714049
1212,12,Panama City,MSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.5787064691881028,81.1614752069739
1213,12,Pensacola,MSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.5655592299363229,259.48207921769506
1213,12,Ferry Pass,MSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.5655592299363229,259.48207921769506
1213,12,Brent,MSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.5655592299363229,259.48207921769506
1214,12,Sebring,MSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.5049078124203962,33.18975389723618
1215,12,Tallahassee,CSA,GEORGIA,2012,22188.15,18723.17,40911.33,"11,162.33","9,582.42",20744.76,1804,60891750.0,494000.0,0.7015608385173696,599.4365494306837
1215,12,Bainbridge,CSA,GEORGIA,2012,22188.15,18723.17,40911.33,"11,162.33","9,582.42",20744.76,1804,60891750.0,494000.0,0.7015608385173696,599.4365494306837
1216,12,Tampa,MSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.4989221160655798,2691.1752
1216,12,St. Petersburg,MSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.4989221160655798,2691.1752
1216,12,Clearwater,MSA,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.4989221160655798,2691.1752
1299,12,Remainder of Florida,RS,FLORIDA,2012,46900.54,44078.63,90979.17,"23,594.55","22,559.21",46153.76,1406,128938850.0,310000.0,0.693081254274185,5569.206109606505
1301,13,Albany,MSA,GEORGIA,2012,22188.15,18723.17,40911.33,"11,162.33","9,582.42",20744.76,1804,60891750.0,494000.0,0.661157939366945,668.7734520569801
1302,13,Atlanta,CSA,GEORGIA,2012,22188.15,18723.17,40911.33,"11,162.33","9,582.42",20744.76,1804,60891750.0,494000.0,0.7032997829898324,7900.5641
1302,13,Athens,CSA,GEORGIA,2012,22188.15,18723.17,40911.33,"11,162.33","9,582.42",20744.76,1804,60891750.0,494000.0,0.7032997829898324,7900.5641
1302,13,Clarke County,CSA,GEORGIA,2012,22188.15,18723.17,40911.33,"11,162.33","9,582.42",20744.76,1804,60891750.0,494000.0,0.7032997829898324,7900.5641
1302,13,Sandy Springs,CSA,GEORGIA,2012,22188.15,18723.17,40911.33,"11,162.33","9,582.42",20744.76,1804,60891750.0,494000.0,0.7032997829898324,7900.5641
1303,13,Augusta,MSA,SOUTH CAROLINA,2012,9763.68,8796.38,18560.06,"4,911.88","4,501.94",9413.82,1275,8821500.0,560000.0,0.6783034303947231,291.59928600747804
1303,13,Richmond County,MSA,SOUTH CAROLINA,2012,9763.68,8796.38,18560.06,"4,911.88","4,501.94",9413.82,1275,8821500.0,560000.0,0.6783034303947231,291.59928600747804
1304,13,Brunswick,MSA,GEORGIA,2012,22188.15,18723.17,40911.33,"11,162.33","9,582.42",20744.76,1804,60891750.0,494000.0,0.6504059601701405,248.24511496163683
1308,13,Macon,CSA,GEORGIA,2012,22188.15,18723.17,40911.33,"11,162.33","9,582.42",20744.76,1804,60891750.0,494000.0,0.5728338046303592,403.8849829324236
1308,13,Warner Robins,CSA,GEORGIA,2012,22188.15,18723.17,40911.33,"11,162.33","9,582.42",20744.76,1804,60891750.0,494000.0,0.5728338046303592,403.8849829324236
